END;1439836289611333634
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;orders,24
1439836299971265536;customer,24
1439836299971265536;customer,24
1439836299971265536;customer,24
1439836299971265536;customer,24
1439836299971265536;customer,24
1439836299971265536;customer,24
1439836299971265536;customer,24
1439836299971265536;customer,24
1439836299971265536;customer,24
1439836299971265536;customer,24
END;1439836299971265536
END;1439836289611334656
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
1439836301447660544;orders,20
