END;1439836289611333634
END;1439836289611334656
END;1439836289661668352
1439836301321831424;customer,33
1439836301321831424;customer,33
1439836301321831424;warehouse,33
1439836301321831424;district,33
1439836301321831424;warehouse,33
1439836301321831424;district,33
1439836301321831424;customer,33
1439836301321831424;district,33
END;1439836301321831424
1439836301338607616;warehouse,35
1439836301338607616;district,35
1439836301338607616;customer,35
1439836301338607616;stock,35
1439836301338607616;stock,35
1439836301338607616;stock,35
1439836301338607616;stock,35
1439836301338607616;stock,35
1439836301338607616;stock,35
1439836301338607616;stock,35
1439836301338607616;stock,35
1439836301338607616;stock,35
1439836301338607616;stock,35
1439836301338607616;stock,35
1439836301338607616;stock,35
1439836301338607616;stock,35
1439836301338607616;stock,35
1439836301338607616;stock,35
1439836301338607616;district,35
1439836301338607616;orders,35
1439836301338607616;orders,35
1439836301338607616;stock,35
1439836301338607616;orders,35
1439836301338607616;stock,35
1439836301338607616;orders,35
1439836301338607616;stock,35
1439836301338607616;orders,35
1439836301338607616;stock,35
1439836301338607616;orders,35
1439836301338607616;stock,35
1439836301338607616;orders,35
1439836301338607616;stock,35
1439836301338607616;orders,35
1439836301338607616;stock,35
1439836301338607616;orders,35
1439836301338607616;stock,35
1439836301338607616;orders,35
1439836301338607616;stock,35
1439836301338607616;orders,35
1439836301338607616;stock,35
1439836301338607616;orders,35
1439836301338607616;stock,35
1439836301338607616;orders,35
1439836301338607616;stock,35
1439836301338607616;orders,35
1439836301338607616;stock,35
1439836301338607616;orders,35
1439836301338607616;stock,35
1439836301338607616;orders,35
1439836301338607616;stock,35
1439836301338607616;orders,35
END;1439836301338607616
END;1439836289812660224
END;1439836289837826048
END;1439836289980433408
1439836302009696256;warehouse,31
1439836302009696256;district,31
1439836302009696256;customer,31
1439836302009696256;stock,31
1439836302009696256;stock,31
1439836302009696256;stock,31
1439836302009696256;stock,31
1439836302009696256;stock,31
1439836302009696256;stock,31
1439836302009696256;stock,31
1439836302009696256;stock,31
1439836302009696256;stock,31
1439836302009696256;stock,31
1439836302009696256;stock,31
1439836302009696256;district,31
1439836302009696256;orders,31
1439836302009696256;orders,31
1439836302009696256;stock,31
1439836302009696256;orders,31
1439836302009696256;stock,31
1439836302009696256;orders,31
1439836302009696256;stock,31
1439836302009696256;orders,31
1439836302009696256;stock,31
1439836302009696256;orders,31
1439836302009696256;stock,31
1439836302009696256;orders,31
1439836302009696256;stock,31
1439836302009696256;orders,31
1439836302009696256;stock,31
1439836302009696256;orders,31
1439836302009696256;stock,31
